texts,intents
what does Pat Boone act in?,"actor_to_movie
"
what does Tom Skerritt appear in?,"actor_to_movie
"
what movies did Mark Lee act in?,"actor_to_movie
"
what movies did Alfred Marks star in?,"actor_to_movie
"
what films does Mel Smith appear in?,"actor_to_movie
"
what films did Tricia Helfer star in?,"actor_to_movie
"
what movies did Enrico Colantoni act in?,"actor_to_movie
"
what films did Saif Ali Khan act in?,"actor_to_movie
"
John Doe appears in which movies?,"actor_to_movie
"
what films did Dennis Alexio star in?,"actor_to_movie
"
what does Evelyn Ankers act in?,"actor_to_movie
"
what films did Sara Gilbert star in?,"actor_to_movie
"
what does Melissa Sue Anderson appear in?,"actor_to_movie
"
what does Karin Dor appear in?,"actor_to_movie
"
what does Fred Gwynne act in?,"actor_to_movie
"
Alex Etel appears in which movies?,"actor_to_movie
"
what does Stephen Spinella star in?,"actor_to_movie
"
what films did Josette Day act in?,"actor_to_movie
"
IrÃ¨ne Jacob appears in which movies?,"actor_to_movie
"
what movies did Chantal Goya star in?,"actor_to_movie
"
what films did Ken Ogata star in?,"actor_to_movie
"
Boman Irani appears in which movies?,"actor_to_movie
"
what movies did Mark Miller star in?,"actor_to_movie
"
what films did Mahnoor Baloch act in?,"actor_to_movie
"
what movies did Martina GarcÃ­a act in?,"actor_to_movie
"
what does Chunchuna VillafaÃ±e act in?,"actor_to_movie
"
Holly Woodlawn appears in which movies?,"actor_to_movie
"
what movies did Melik Malkasian act in?,"actor_to_movie
"
what does John Pinette act in?,"actor_to_movie
"
what does Rie Rasmussen star in?,"actor_to_movie
"
what movies did Tony McCoy act in?,"actor_to_movie
"
Kim Stanley appears in which movies?,"actor_to_movie
"
what does GastÃ³n Pauls appear in?,"actor_to_movie
"
what movies was Felipe Camargo an actor in?,"actor_to_movie
"
what movies did Megan Mullally act in?,"actor_to_movie
"
what movies did Madonna star in?,"actor_to_movie
"
what movies was Maureen O'Hara an actor in?,"actor_to_movie
"
what does Juliette GrÃ©co star in?,"actor_to_movie
"
what movies did Miyu Irino star in?,"actor_to_movie
"
what movies did Gracie Allen star in?,"actor_to_movie
"
what films did Frederick Lau act in?,"actor_to_movie
"
what films does Fay Wray appear in?,"actor_to_movie
"
what does Roberts Blossom star in?,"actor_to_movie
"
what films does Mark Stevens appear in?,"actor_to_movie
"
what does Beulah Bondi act in?,"actor_to_movie
"
what does Majandra Delfino star in?,"actor_to_movie
"
what films did Ray Bradbury star in?,"actor_to_movie
"
what does Cynthia Gibb act in?,"actor_to_movie
"
what movies was Brooke Nevin an actor in?,"actor_to_movie
"
what films did Greg Timmermans star in?,"actor_to_movie
"
what does Kyle MacLachlan appear in?,"actor_to_movie
"
what movies did George Maharis act in?,"actor_to_movie
"
what does Bahar Soomekh act in?,"actor_to_movie
"
what movies did Alain Chabat star in?,"actor_to_movie
"
what does Margaret Whiting act in?,"actor_to_movie
"
what movies was Pat Healy an actor in?,"actor_to_movie
"
what does Daphne Ashbrook star in?,"actor_to_movie
"
what films did Jakob Eklund act in?,"actor_to_movie
"
what films did Donnie Yen star in?,"actor_to_movie
"
what movies was Corrado Pani an actor in?,"actor_to_movie
"
what films did Jodi Lyn O'Keefe act in?,"actor_to_movie
"
Joan Bennett appears in which movies?,"actor_to_movie
"
what movies was Bruce Reitherman an actor in?,"actor_to_movie
"
Lou Costello appears in which movies?,"actor_to_movie
"
what films did Carolyn Brandt act in?,"actor_to_movie
"
what does Dieter Plage act in?,"actor_to_movie
"
what does Alex Kingston star in?,"actor_to_movie
"
what does Grace Jones appear in?,"actor_to_movie
"
what does Klaus GrÃ¼nberg act in?,"actor_to_movie
"
what movies was Brandon Quinn an actor in?,"actor_to_movie
"
what films does Alberto Sordi appear in?,"actor_to_movie
"
what does Bill Coyne appear in?,"actor_to_movie
"
Roberta Tovey appears in which movies?,"actor_to_movie
"
what does JosÃ© Iturbi act in?,"actor_to_movie
"
Dick Powell appears in which movies?,"actor_to_movie
"
what movies did Billy Barty star in?,"actor_to_movie
"
what films did Cillian Murphy act in?,"actor_to_movie
"
Norbert Weisser appears in which movies?,"actor_to_movie
"
what movies did Jeremy Gardner act in?,"actor_to_movie
"
what movies was Michelle Monaghan an actor in?,"actor_to_movie
"
what films did Matthias Freihof act in?,"actor_to_movie
"
what movies did Kitty Aldridge star in?,"actor_to_movie
"
what does Eric Thal appear in?,"actor_to_movie
"
what movies did James Karen star in?,"actor_to_movie
"
what movies did John Ridgely act in?,"actor_to_movie
"
what does Jessica Duffy appear in?,"actor_to_movie
"
what does Edward Hogg appear in?,"actor_to_movie
"
Robin Quivers appears in which movies?,"actor_to_movie
"
what movies did Fritz Weaver star in?,"actor_to_movie
"
what movies did Marques Houston act in?,"actor_to_movie
"
what does Savannah van Zweeden act in?,"actor_to_movie
"
what films did Jamey Sheridan act in?,"actor_to_movie
"
what movies did Spede Pasanen act in?,"actor_to_movie
"
what movies did Cora Lee Day act in?,"actor_to_movie
"
what movies was Jimmy O'Dea an actor in?,"actor_to_movie
"
what does Miha Baloh star in?,"actor_to_movie
"
what movies was Burt Young an actor in?,"actor_to_movie
"
what does Mandy Musgrave star in?,"actor_to_movie
"
what movies did Gary Daniels act in?,"actor_to_movie
"
what does Catherine Hicks appear in?,"actor_to_movie
"
what films did Robert Benchley act in?,"actor_to_movie
"
what does Janet Gaynor appear in?,"actor_to_movie
"
what films did Nafisa Ali act in?,"actor_to_movie
"
what films did Henry Fonda star in?,"actor_to_movie
"
what movies did Brad Ashten star in?,"actor_to_movie
"
what films did Vera Ralston star in?,"actor_to_movie
"
what does Roger Livesey act in?,"actor_to_movie
"
what movies did Lisa Jane Persky star in?,"actor_to_movie
"
what movies did Paolo Malco star in?,"actor_to_movie
"
what movies did Dick Haymes act in?,"actor_to_movie
"
what movies did Iron Eyes Cody star in?,"actor_to_movie
"
what does Carl Lumbly act in?,"actor_to_movie
"
what films did Lee Holmes star in?,"actor_to_movie
"
what does Philip Hubbard appear in?,"actor_to_movie
"
what does Tracy Griffith act in?,"actor_to_movie
"
what does Robert Gustafsson appear in?,"actor_to_movie
"
what films did Barry Corbin act in?,"actor_to_movie
"
what films did Josephine Baker star in?,"actor_to_movie
"
what does Wenders Li act in?,"actor_to_movie
"
what films did Tye Sheridan star in?,"actor_to_movie
"
what movies was Peter Cushing an actor in?,"actor_to_movie
"
what does Tony Randall act in?,"actor_to_movie
"
what films did Janice Rule star in?,"actor_to_movie
"
what films did Stepin Fetchit act in?,"actor_to_movie
"
Kim Richards appears in which movies?,"actor_to_movie
"
what does Paige O'Hara act in?,"actor_to_movie
"
what movies was Linda Molin an actor in?,"actor_to_movie
"
what movies did Jeff Chandler act in?,"actor_to_movie
"
Kajol appears in which movies?,"actor_to_movie
"
what films did Sonia Ferrer star in?,"actor_to_movie
"
what films did Eve act in?,"actor_to_movie
"
Glenn Quinn appears in which movies?,"actor_to_movie
"
what films did Elsa Martinelli star in?,"actor_to_movie
"
what movies was Sam Rosen an actor in?,"actor_to_movie
"
what does Ned Manning act in?,"actor_to_movie
"
what movies did Gianna Jun star in?,"actor_to_movie
"
what films does Bai Ling appear in?,"actor_to_movie
"
what movies did Harry Anderson act in?,"actor_to_movie
"
what does W.C. Fields star in?,"actor_to_movie
"
what films does Miranda Cosgrove appear in?,"actor_to_movie
"
what films did Lisa Eichhorn star in?,"actor_to_movie
"
what does Tommy Chong star in?,"actor_to_movie
"
what movies was Ferdinando Sarmi an actor in?,"actor_to_movie
"
what films does Joe Pichler appear in?,"actor_to_movie
"
what films did Jim Wynorski act in?,"actor_to_movie
"
James Arness appears in which movies?,"actor_to_movie
"
what does Chris Pratt appear in?,"actor_to_movie
"
what films did Bill Maher act in?,"actor_to_movie
"
what movies did Anthony Ray star in?,"actor_to_movie
"
what movies did Ann Wedgeworth star in?,"actor_to_movie
"
what movies did Gerard McSorley star in?,"actor_to_movie
"
what does Seann William Scott star in?,"actor_to_movie
"
what movies was Polly Ann Young an actor in?,"actor_to_movie
"
what does Shin'ichi Himori star in?,"actor_to_movie
"
what films did Liana Liberato star in?,"actor_to_movie
"
what films does Harold Pinter appear in?,"actor_to_movie
"
Alex D. Linz appears in which movies?,"actor_to_movie
"
what movies did Gemma Jones act in?,"actor_to_movie
"
Kasia Smutniak appears in which movies?,"actor_to_movie
"
what movies did Carla Del Poggio star in?,"actor_to_movie
"
Zak Bagans appears in which movies?,"actor_to_movie
"
what movies did Frederic Forrest act in?,"actor_to_movie
"
Laura Devon appears in which movies?,"actor_to_movie
"
what movies did Juliet Berto star in?,"actor_to_movie
"
what movies was Lelia Goldoni an actor in?,"actor_to_movie
"
what films does Eugene Lipinski appear in?,"actor_to_movie
"
Tom Hiddleston appears in which movies?,"actor_to_movie
"
what films does Harvey Keitel appear in?,"actor_to_movie
"
what films did John Krasinski star in?,"actor_to_movie
"
what movies did Iben Hjejle star in?,"actor_to_movie
"
what films did William Hope star in?,"actor_to_movie
"
what movies did Bentley Mitchum act in?,"actor_to_movie
"
what does Ulf Friberg star in?,"actor_to_movie
"
what does Leif Erickson star in?,"actor_to_movie
"
what movies did Diana Ross star in?,"actor_to_movie
"
Marisa Pavan appears in which movies?,"actor_to_movie
"
what films did Alison Skipworth act in?,"actor_to_movie
"
Neil Nitin Mukesh appears in which movies?,"actor_to_movie
"
what does Nick Thurston star in?,"actor_to_movie
"
what films did Kelsey Grammer star in?,"actor_to_movie
"
what does Robin Harris star in?,"actor_to_movie
"
what does Julie Entwisle star in?,"actor_to_movie
"
what does Marpessa Dawn appear in?,"actor_to_movie
"
what movies did Trenton James act in?,"actor_to_movie
"
what movies did Matt Prokop star in?,"actor_to_movie
"
what films does Noah Fleiss appear in?,"actor_to_movie
"
what does Nancy Allison Wolfe act in?,"actor_to_movie
"
Antonio Albanese appears in which movies?,"actor_to_movie
"
what films did HÃ©ctor Alterio act in?,"actor_to_movie
"
what does Samantha Noble star in?,"actor_to_movie
"
what does Zuleikha Robinson star in?,"actor_to_movie
"
Lenny von Dohlen appears in which movies?,"actor_to_movie
"
what movies did Max Wall act in?,"actor_to_movie
"
what movies was Alexander SkarsgÃ¥rd an actor in?,"actor_to_movie
"
what movies did Jennifer Carpenter star in?,"actor_to_movie
"
Rockmond Dunbar appears in which movies?,"actor_to_movie
"
what does Laurene Landon star in?,"actor_to_movie
"
what does Annalise Basso appear in?,"actor_to_movie
"
Carl Raddatz appears in which movies?,"actor_to_movie
"
what movies did Cordell Barker star in?,"actor_to_movie
"
what does Harry Dean Stanton star in?,"actor_to_movie
"
what movies was Paolo Mancini an actor in?,"actor_to_movie
"
what films did Hugo Stiglitz star in?,"actor_to_movie
"
what does Robert Sheehan act in?,"actor_to_movie
"
Marley Shelton appears in which movies?,"actor_to_movie
"
what does Heather Matarazzo star in?,"actor_to_movie
"
what movies was Alix Koromzay an actor in?,"actor_to_movie
"
what does Daniel Massey appear in?,"actor_to_movie
"
what films did Bo Derek star in?,"actor_to_movie
"
what films did Robert Davi star in?,"actor_to_movie
"
what does Deborah Van Valkenburgh act in?,"actor_to_movie
"
what movies did David Roberts act in?,"actor_to_movie
"
what does Agnes Bruckner appear in?,"actor_to_movie
"
what movies did Percy Marmont act in?,"actor_to_movie
"
what does David Byrne star in?,"actor_to_movie
"
Federico Fellini appears in which movies?,"actor_to_movie
"
what does Amelia Talbot act in?,"actor_to_movie
"
David Beames appears in which movies?,"actor_to_movie
"
what movies was Ned Beatty an actor in?,"actor_to_movie
"
what films did Maia Mitchell act in?,"actor_to_movie
"
what movies was Michael Lerner an actor in?,"actor_to_movie
"
what films did Betty Schuurman star in?,"actor_to_movie
"
what films does Signe Hasso appear in?,"actor_to_movie
"
what films does Nia Vardalos appear in?,"actor_to_movie
"
what films did Katherine Heigl star in?,"actor_to_movie
"
what films did Alice TrÃ©moliÃ¨re act in?,"actor_to_movie
"
what films did Christopher Mitchum act in?,"actor_to_movie
"
what films did Richard Grieco act in?,"actor_to_movie
"
Gloria Grahame appears in which movies?,"actor_to_movie
"
what does Lysette Anthony act in?,"actor_to_movie
"
what does Tristan Risk star in?,"actor_to_movie
"
what movies was Rupert Friend an actor in?,"actor_to_movie
"
what movies did Shane Harper star in?,"actor_to_movie
"
what does Shawn Doyle star in?,"actor_to_movie
"
what does Missy Keating act in?,"actor_to_movie
"
what films did Mark Holton star in?,"actor_to_movie
"
what movies was Michael Wong an actor in?,"actor_to_movie
"
what movies did Eli Wallach star in?,"actor_to_movie
"
what movies did Jenny Slate star in?,"actor_to_movie
"
what films did Charles Farrell star in?,"actor_to_movie
"
what movies was Doris Day an actor in?,"actor_to_movie
"
what does Billy Crudup act in?,"actor_to_movie
"
what films did Tony Goldwyn act in?,"actor_to_movie
"
what movies did Kim Hunter act in?,"actor_to_movie
"
what films did Alice Garner act in?,"actor_to_movie
"
what does Drue Leyton appear in?,"actor_to_movie
"
Ray Park appears in which movies?,"actor_to_movie
"
what films did Allan Corduner star in?,"actor_to_movie
"
what films does CÃ©line Sallette appear in?,"actor_to_movie
"
what films did Julian Morris star in?,"actor_to_movie
"
what does Dimitri Leonidas act in?,"actor_to_movie
"
what films did Dennis Haysbert star in?,"actor_to_movie
"
what does Heather Donahue act in?,"actor_to_movie
"
what films does Richard Wattis appear in?,"actor_to_movie
"
what does Robin Weigert appear in?,"actor_to_movie
"
what movies did Kazuya Takahashi act in?,"actor_to_movie
"
what films did Dagmar Manzel star in?,"actor_to_movie
"
what does Brittany Allen appear in?,"actor_to_movie
"
what does Clarence Nash act in?,"actor_to_movie
"
what movies was Arthur Hill an actor in?,"actor_to_movie
"
what movies did David Niven star in?,"actor_to_movie
"
what films does William Zabka appear in?,"actor_to_movie
"
what films did Huw Garmon act in?,"actor_to_movie
"
what movies did Scott Glenn act in?,"actor_to_movie
"
what movies did Eddie Cibrian star in?,"actor_to_movie
"
what does Maggie Cheung act in?,"actor_to_movie
"
what films does Alexis Loret appear in?,"actor_to_movie
"
what films did Luis Margani act in?,"actor_to_movie
"
what films does Regina Hall appear in?,"actor_to_movie
"
what does Evan Glodell star in?,"actor_to_movie
"
what films does Kristen Wiig appear in?,"actor_to_movie
"
what movies did Tyler Mane act in?,"actor_to_movie
"
what movies did Gordon Scott act in?,"actor_to_movie
"
what movies did Line Kruse act in?,"actor_to_movie
"
what films did Justin Bieber act in?,"actor_to_movie
"
what movies was Stipe Erceg an actor in?,"actor_to_movie
"
what does Brie Gabrielle appear in?,"actor_to_movie
"
